a,b,c
1.098859005406640277e+00,1.965680904010760788e+00,2.000000000000000000e+00
1.047033934600374527e+00,1.986963591724080658e+00,2.000000000000000000e+00
1.080823614320122195e+00,2.151768478513833127e+00,2.000000000000000000e+00
1.091249336258031111e+00,1.734089659616167456e+00,2.000000000000000000e+00
1.133242234627478418e+00,2.162962306707211457e+00,2.000000000000000000e+00
1.062242105928081548e+00,1.802366800104592048e+00,2.000000000000000000e+00
8.111156965985462097e-01,2.124810128186934932e+00,2.000000000000000000e+00
1.010680095778814014e+00,1.911831994541064228e+00,2.000000000000000000e+00
9.554048953267004762e-01,2.019041467988440530e+00,2.000000000000000000e+00
1.149167524697900511e+00,1.862555736155744102e+00,2.000000000000000000e+00
1.086161464760081463e+00,1.935207678822513655e+00,2.000000000000000000e+00
9.964077324782314449e-01,2.045656896752223286e+00,2.000000000000000000e+00
7.784323882044701381e-01,2.102799832697055393e+00,2.000000000000000000e+00
1.018816011157597234e+00,1.901475224845037282e+00,2.000000000000000000e+00
9.911187297474629565e-01,1.912984545325338015e+00,2.000000000000000000e+00
8.775480337292990152e-01,1.827623821083478317e+00,2.000000000000000000e+00
9.490687417348095956e-01,2.242520015843604497e+00,2.000000000000000000e+00
1.091916657716088590e+00,1.988177528040265596e+00,2.000000000000000000e+00
9.274931743144498864e-01,1.755960999587892868e+00,2.000000000000000000e+00
9.511152885583710193e-01,1.648192878033380993e+00,2.000000000000000000e+00
1.083393486812381346e+00,1.954827997512024407e+00,2.000000000000000000e+00
1.046170621407325863e+00,2.021378084259146224e+00,2.000000000000000000e+00
8.611281762289657582e-01,2.219401484045147921e+00,2.000000000000000000e+00
1.183750955761403212e+00,1.652726959656891648e+00,2.000000000000000000e+00
1.078616963837750742e+00,1.618192100359167274e+00,2.000000000000000000e+00
9.417059121412627576e-01,1.945707565538486117e+00,2.000000000000000000e+00
8.830789444551726541e-01,2.216732978142689436e+00,2.000000000000000000e+00
1.052969527573295982e+00,2.105799589504521840e+00,2.000000000000000000e+00
9.537988411050506432e-01,2.036155031353701350e+00,2.000000000000000000e+00
8.932228609059303936e-01,1.776701248094346708e+00,2.000000000000000000e+00
9.365244970131720859e-01,1.937807228108681112e+00,2.000000000000000000e+00
1.048053277360886604e+00,1.892983927582577719e+00,2.000000000000000000e+00
1.070293313825262604e+00,2.035456302932453720e+00,2.000000000000000000e+00
1.038907215544897955e+00,2.118581908263626801e+00,2.000000000000000000e+00
8.813021863193293282e-01,1.615132112930351971e+00,2.000000000000000000e+00
9.152178871241667402e-01,1.941918295413567863e+00,2.000000000000000000e+00
9.241444764950793589e-01,2.204300587515520160e+00,2.000000000000000000e+00
9.197154404737192257e-01,2.138421559272012829e+00,2.000000000000000000e+00
1.091406150670887865e+00,1.803058248791014284e+00,2.000000000000000000e+00
1.087283118957445227e+00,2.153333908531053886e+00,2.000000000000000000e+00
1.134275081678054686e+00,2.007502751106383876e+00,2.000000000000000000e+00
9.863838116345414742e-01,1.861937268769890297e+00,2.000000000000000000e+00
9.769442796696027331e-01,2.109718116564269330e+00,2.000000000000000000e+00
1.045398276818935379e+00,1.927835963796003860e+00,2.000000000000000000e+00
9.511681616281013607e-01,1.902130743967052062e+00,2.000000000000000000e+00
9.552412502475166045e-01,2.200187925643791509e+00,2.000000000000000000e+00
1.022008281279598307e+00,2.070318111157543495e+00,2.000000000000000000e+00
1.005521874955049411e+00,2.006380652426489775e+00,2.000000000000000000e+00
9.041272569978368034e-01,2.248671275208509623e+00,2.000000000000000000e+00
8.243784192202054939e-01,2.137003819692062656e+00,2.000000000000000000e+00
9.783152984829218690e-01,1.831320494183951597e+00,2.000000000000000000e+00
8.609366517902004023e-01,2.176544211605432988e+00,2.000000000000000000e+00
9.286178486616016858e-01,1.669207806467738919e+00,2.000000000000000000e+00
1.152196677548713577e+00,1.886842022440252675e+00,2.000000000000000000e+00
1.021110954970208429e+00,1.918351232591096966e+00,2.000000000000000000e+00
1.138509555688372421e+00,1.992731770441194206e+00,2.000000000000000000e+00
8.982671840580035427e-01,2.045492753535707919e+00,2.000000000000000000e+00
9.763745186771265461e-01,1.797272585286308733e+00,2.000000000000000000e+00
8.697540923293856086e-01,1.990282801479459796e+00,2.000000000000000000e+00
1.028975000690126818e+00,1.827698254503090203e+00,2.000000000000000000e+00
1.060023697565801726e+00,1.748715343939090783e+00,2.000000000000000000e+00
1.064310047616960464e+00,1.618861104131829931e+00,2.000000000000000000e+00
9.415917026766080777e-01,2.118516561047182556e+00,2.000000000000000000e+00
1.097731375550927035e+00,2.186728702664635815e+00,2.000000000000000000e+00
8.633387093104532006e-01,2.161239811728977944e+00,2.000000000000000000e+00
1.094434128768356107e+00,1.985968720032031065e+00,2.000000000000000000e+00
9.510158549830172170e-01,1.924308725216177685e+00,2.000000000000000000e+00
9.505869933617556722e-01,2.527300127321893353e+00,2.000000000000000000e+00
9.659694396381821591e-01,2.059264866176143460e+00,2.000000000000000000e+00
9.742044075228600830e-01,1.880768987297302353e+00,2.000000000000000000e+00
1.077885595795373685e+00,2.199733221463234578e+00,2.000000000000000000e+00
1.164889239785750874e+00,2.088547931100652288e+00,2.000000000000000000e+00
9.985835160118425868e-01,2.028473888151743676e+00,2.000000000000000000e+00
8.857378618298183959e-01,2.300301631454311213e+00,2.000000000000000000e+00
7.555881055230079246e-01,2.251609440275520679e+00,2.000000000000000000e+00
9.081695576981173579e-01,1.659721898218447844e+00,2.000000000000000000e+00
9.334766459422895180e-01,2.200681358728139969e+00,2.000000000000000000e+00
1.138838697333019789e+00,1.851294574250686775e+00,2.000000000000000000e+00
9.359673904032929093e-01,2.364733658975963326e+00,2.000000000000000000e+00
1.012106694329768963e+00,2.121149425535184818e+00,2.000000000000000000e+00
9.819386427858038946e-01,2.302281849794782786e+00,2.000000000000000000e+00
1.041176779100624339e+00,2.166308884614694286e+00,2.000000000000000000e+00
9.283701632019660810e-01,2.051880415997628937e+00,2.000000000000000000e+00
9.215229746003832378e-01,2.009036995742777165e+00,2.000000000000000000e+00
1.211759470890550139e+00,1.890992304642130861e+00,2.000000000000000000e+00
9.804539782255089486e-01,2.136230977350953353e+00,2.000000000000000000e+00
1.174710326752740563e+00,1.767088762215709430e+00,2.000000000000000000e+00
9.983816261215544552e-01,1.899328783759935524e+00,2.000000000000000000e+00
8.264360756767176186e-01,2.306522083374304977e+00,2.000000000000000000e+00
9.457263093390869679e-01,2.053995615081677606e+00,2.000000000000000000e+00
1.041514903105844381e+00,1.673114261333179531e+00,2.000000000000000000e+00
9.794473932175435937e-01,1.943619953770390874e+00,2.000000000000000000e+00
8.910265188538556425e-01,2.221430121149567061e+00,2.000000000000000000e+00
9.883819711000434438e-01,2.210174247536133674e+00,2.000000000000000000e+00
1.163113122430848190e+00,1.921866507622931985e+00,2.000000000000000000e+00
9.685040569669673971e-01,2.527863545723120442e+00,2.000000000000000000e+00
1.150080300901965558e+00,2.531870036319589623e+00,2.000000000000000000e+00
9.333177126825897840e-01,1.880876005866831235e+00,2.000000000000000000e+00
1.075140605013832351e+00,1.869184297801990136e+00,2.000000000000000000e+00
9.365409731738819632e-01,1.937316406311538008e+00,2.000000000000000000e+00
1.020995842235498996e+00,2.275593698194521508e+00,2.000000000000000000e+00
1.014820425078876820e+00,2.165350423130128377e+00,2.000000000000000000e+00
9.452097070891466446e-01,1.826455846221854307e+00,2.000000000000000000e+00
1.000594972407949257e+00,1.910314170777337006e+00,2.000000000000000000e+00
1.000178877405215161e+00,1.995824153005710366e+00,2.000000000000000000e+00
1.059503644610160444e+00,2.020673120341019757e+00,2.000000000000000000e+00
7.862616837678257919e-01,1.939322663155958359e+00,2.000000000000000000e+00
1.014950333710970209e+00,2.032105993580072045e+00,2.000000000000000000e+00
1.042454545452783155e+00,2.090809854009904711e+00,2.000000000000000000e+00
1.072451578437152664e+00,1.705135013069351446e+00,2.000000000000000000e+00
9.991415689303337899e-01,2.167234996164187688e+00,2.000000000000000000e+00
9.453117359664096053e-01,2.096632189483200737e+00,2.000000000000000000e+00
1.134429861077541180e+00,1.888363416631385627e+00,2.000000000000000000e+00
1.161832210409438071e+00,1.944258090176929299e+00,2.000000000000000000e+00
1.021375008813779850e+00,2.082372941583274795e+00,2.000000000000000000e+00
1.117701178546110174e+00,1.925342789837116930e+00,2.000000000000000000e+00
1.008036172533323116e+00,2.133416832910875360e+00,2.000000000000000000e+00
9.483360953490985734e-01,1.986799328659931918e+00,2.000000000000000000e+00
9.766502952925000258e-01,2.301211941310132403e+00,2.000000000000000000e+00
9.272851948802413036e-01,2.210431245447210813e+00,2.000000000000000000e+00
8.989746894306935854e-01,2.352385394899257243e+00,2.000000000000000000e+00
1.037833830674479652e+00,2.293603502596265109e+00,2.000000000000000000e+00
9.772156054076596154e-01,1.893679516671481267e+00,2.000000000000000000e+00
9.634545713820058532e-01,1.920289970453370909e+00,2.000000000000000000e+00
1.044973072388048152e+00,2.159810233128418577e+00,2.000000000000000000e+00
1.091265650821099165e+00,1.886971062906338981e+00,2.000000000000000000e+00
1.080315751818547554e+00,1.834886377384759681e+00,2.000000000000000000e+00
1.164689605968171282e+00,1.864199518990520499e+00,2.000000000000000000e+00
9.169820176895380204e-01,2.324589826116301161e+00,2.000000000000000000e+00
9.338299635113327390e-01,1.979998644634507032e+00,2.000000000000000000e+00
1.009447412175694669e+00,2.044110663599764344e+00,2.000000000000000000e+00
1.149645318642476877e+00,1.976443789169101350e+00,2.000000000000000000e+00
9.433196610416023642e-01,2.251732314066209550e+00,2.000000000000000000e+00
9.231949677414240663e-01,2.487228723169305766e+00,2.000000000000000000e+00
9.409044774864521177e-01,1.794670861810582219e+00,2.000000000000000000e+00
8.990174349014715682e-01,2.350750545260626989e+00,2.000000000000000000e+00
9.725088855416603728e-01,1.999209244804459829e+00,2.000000000000000000e+00
1.068827990256832949e+00,2.133887365773114109e+00,2.000000000000000000e+00
1.222305915123409248e+00,1.449742925858327869e+00,2.000000000000000000e+00
9.887719453565102512e-01,1.734865582209990320e+00,2.000000000000000000e+00
9.973177377756772266e-01,1.599744886162572488e+00,2.000000000000000000e+00
1.037531299795893425e+00,2.199975790528972297e+00,2.000000000000000000e+00
8.355134758103407444e-01,2.113969316411651533e+00,2.000000000000000000e+00
9.335326113490403088e-01,1.971751553355785447e+00,2.000000000000000000e+00
9.789684881191187404e-01,1.967199433964331723e+00,2.000000000000000000e+00
1.070754904724106060e+00,1.826164075190112257e+00,2.000000000000000000e+00
1.105786578550848720e+00,2.249058665575782712e+00,2.000000000000000000e+00
7.876924606713561205e-01,2.052814921458774755e+00,2.000000000000000000e+00
9.888045395707273366e-01,1.968116103190160171e+00,2.000000000000000000e+00
9.982925137181282160e-01,2.065529679730507606e+00,2.000000000000000000e+00
9.634595893193533822e-01,1.721639245501245252e+00,2.000000000000000000e+00
1.067932420433204355e+00,2.028887140914611642e+00,2.000000000000000000e+00
1.133642083483265894e+00,1.935255544764115099e+00,2.000000000000000000e+00
1.014015471354659637e+00,2.227567932149855601e+00,2.000000000000000000e+00
1.152488720383618048e+00,1.949701947768976762e+00,2.000000000000000000e+00
9.160516055813278102e-01,2.047857245283303484e+00,2.000000000000000000e+00
9.759573806001545782e-01,2.225724952500034881e+00,2.000000000000000000e+00
9.884475010653775984e-01,2.023450784094795729e+00,2.000000000000000000e+00
1.046070135851203897e+00,1.924217980106068149e+00,2.000000000000000000e+00
9.894486035522170875e-01,2.117986508819582170e+00,2.000000000000000000e+00
1.054006742591479862e+00,2.044946309335169854e+00,2.000000000000000000e+00
9.737269950707773125e-01,1.930196498753620427e+00,2.000000000000000000e+00
9.480432872573856251e-01,2.086599637718130396e+00,2.000000000000000000e+00
8.831082081212836554e-01,2.036551589929461947e+00,2.000000000000000000e+00
9.142662608295482052e-01,2.241893927413028287e+00,2.000000000000000000e+00
1.202384345071197735e+00,1.681941560537643765e+00,2.000000000000000000e+00
9.787123440794656126e-01,1.750278039796727247e+00,2.000000000000000000e+00
8.546673740226758964e-01,2.119697900919988776e+00,2.000000000000000000e+00
8.284888795583362775e-01,1.728389893730627680e+00,2.000000000000000000e+00
9.978413954513279949e-01,1.991903941056726746e+00,2.000000000000000000e+00
1.015069695830228103e+00,2.306947347517087632e+00,2.000000000000000000e+00
9.371222292179922642e-01,2.185064046434916030e+00,2.000000000000000000e+00
9.810431209274091957e-01,2.189170494547295842e+00,2.000000000000000000e+00
1.081380188102707418e+00,2.215746320296436700e+00,2.000000000000000000e+00
8.551795891188511689e-01,2.125095615953844774e+00,2.000000000000000000e+00
9.467727524579937493e-01,1.923056882504497800e+00,2.000000000000000000e+00
9.692672517635704255e-01,1.796102052121376857e+00,2.000000000000000000e+00
1.078304048454268971e+00,2.075366041073768208e+00,2.000000000000000000e+00
1.167790217822440413e+00,2.216964143428810097e+00,2.000000000000000000e+00
1.030498505868472581e+00,2.240613493886101981e+00,2.000000000000000000e+00
1.044800414923545695e+00,1.913464809840355274e+00,2.000000000000000000e+00
9.244063703586287151e-01,2.427930427997254448e+00,2.000000000000000000e+00
8.890257120868036989e-01,2.275418384507475800e+00,2.000000000000000000e+00
1.011394434016882116e+00,2.430950994867008497e+00,2.000000000000000000e+00
1.129847058431290741e+00,2.182369143704443459e+00,2.000000000000000000e+00
9.420511973381948678e-01,2.141138386937257998e+00,2.000000000000000000e+00
8.435015527247811118e-01,2.150904464607636513e+00,2.000000000000000000e+00
9.908763123009767249e-01,2.094927745523629703e+00,2.000000000000000000e+00
1.040817835150456228e+00,1.956507276907451631e+00,2.000000000000000000e+00
9.477528660072835898e-01,2.226953603721150365e+00,2.000000000000000000e+00
9.159941935002599012e-01,1.925731456983071022e+00,2.000000000000000000e+00
1.020078201436779075e+00,1.964111262728779783e+00,2.000000000000000000e+00
9.210981140476233175e-01,2.217445351814750332e+00,2.000000000000000000e+00
9.742168953540347731e-01,1.936938390605348115e+00,2.000000000000000000e+00
1.129943975821496860e+00,1.541455271261885862e+00,2.000000000000000000e+00
8.746192346100953863e-01,1.884248533468402709e+00,2.000000000000000000e+00
1.026259418885470343e+00,1.978530316150228785e+00,2.000000000000000000e+00
1.006494583190444159e+00,1.878180126987348375e+00,2.000000000000000000e+00
9.778740652486824780e-01,1.809773205449280109e+00,2.000000000000000000e+00
1.030301740236182262e+00,2.203599366861199726e+00,2.000000000000000000e+00
9.800644406531332509e-01,1.892157979016126923e+00,2.000000000000000000e+00
9.734831918527446781e-01,2.363591664770912981e+00,2.000000000000000000e+00
1.042145530869036385e+00,2.156927301197625546e+00,2.000000000000000000e+00
1.029317644071289672e+00,1.916727585384922827e+00,2.000000000000000000e+00
9.217613581725322414e-01,2.124887725349466017e+00,2.000000000000000000e+00
1.052025647721962942e+00,2.058866930590473210e+00,2.000000000000000000e+00
1.052812572597227936e+00,1.480248439962064122e+00,2.000000000000000000e+00
9.557479870064863325e-01,2.129885312852904722e+00,2.000000000000000000e+00
1.122140332766170312e+00,1.975263143746890826e+00,2.000000000000000000e+00
1.013054681694865566e+00,2.188012178790644136e+00,2.000000000000000000e+00
9.788694695371992216e-01,1.902307346254560105e+00,2.000000000000000000e+00
1.012091952870339595e+00,1.895318842663440417e+00,2.000000000000000000e+00
9.827788348785002626e-01,2.017120320666864863e+00,2.000000000000000000e+00
1.003115758996286244e+00,1.861552012908255449e+00,2.000000000000000000e+00
8.688737688628132005e-01,2.050622027527368552e+00,2.000000000000000000e+00
1.005380548388396633e+00,2.097653907667277995e+00,2.000000000000000000e+00
1.085231850197343029e+00,1.996733722935257305e+00,2.000000000000000000e+00
9.046925966619787651e-01,1.984652847408794329e+00,2.000000000000000000e+00
1.049147703518319430e+00,1.714517406116555343e+00,2.000000000000000000e+00
7.969168850494627865e-01,1.963708503075951795e+00,2.000000000000000000e+00
1.026895764353190854e+00,2.129772792652161240e+00,2.000000000000000000e+00
9.441021315142147374e-01,2.150810548577891002e+00,2.000000000000000000e+00
9.088393653516065873e-01,1.851433019888480747e+00,2.000000000000000000e+00
1.048540754071796144e+00,1.948414576153490119e+00,2.000000000000000000e+00
8.983126248298753946e-01,1.910200930420214771e+00,2.000000000000000000e+00
9.510943166590398734e-01,1.841039254567546912e+00,2.000000000000000000e+00
1.057095516310433192e+00,2.077616308802872513e+00,2.000000000000000000e+00
1.140563678943218973e+00,1.815698553459567099e+00,2.000000000000000000e+00
9.876641370993294311e-01,2.081648645200893100e+00,2.000000000000000000e+00
8.896021832648205452e-01,2.078410246432806918e+00,2.000000000000000000e+00
1.033552475878997345e+00,2.247838535092398615e+00,2.000000000000000000e+00
1.150964467856811391e+00,1.860024527286453289e+00,2.000000000000000000e+00
9.970313032267872355e-01,2.023582057105894894e+00,2.000000000000000000e+00
1.029729450940517488e+00,2.087040673540756952e+00,2.000000000000000000e+00
1.013003217072762974e+00,1.937542817844915666e+00,2.000000000000000000e+00
7.240870511518535668e-01,1.879432262336621751e+00,2.000000000000000000e+00
1.003217480610383960e+00,1.933843364355274819e+00,2.000000000000000000e+00
8.260345569173261904e-01,1.670720240242618004e+00,2.000000000000000000e+00
9.303001031012799737e-01,2.254223536693280572e+00,2.000000000000000000e+00
1.117556924588686718e+00,2.043267969403942619e+00,2.000000000000000000e+00
1.104618856881069755e+00,1.981925726742921112e+00,2.000000000000000000e+00
1.147484481429499326e+00,2.074207386502307404e+00,2.000000000000000000e+00
8.957286210476608224e-01,2.278601664711827901e+00,2.000000000000000000e+00
9.118738387381100097e-01,2.167691008367198080e+00,2.000000000000000000e+00
1.074268330344836819e+00,2.044940445875536472e+00,2.000000000000000000e+00
1.091879737205700307e+00,2.161537753151623775e+00,2.000000000000000000e+00
9.861558262691988430e-01,1.852402623636365098e+00,2.000000000000000000e+00
1.061240962799015808e+00,2.226401224951798152e+00,2.000000000000000000e+00
8.671539623604809233e-01,1.733222866705404819e+00,2.000000000000000000e+00
8.875103022036929801e-01,2.211241348301493215e+00,2.000000000000000000e+00
9.940522518120241680e-01,2.106801282070787984e+00,2.000000000000000000e+00
9.193848549277265914e-01,1.892957839641307149e+00,2.000000000000000000e+00
1.023287554196429250e+00,1.985976498887464858e+00,2.000000000000000000e+00
1.012651754666480608e+00,2.004498857847840210e+00,2.000000000000000000e+00
9.702396694879839023e-01,1.996327679562618584e+00,2.000000000000000000e+00
1.033160660044794010e+00,2.109103637395884245e+00,2.000000000000000000e+00
1.143584403464973143e+00,1.883939800257255825e+00,2.000000000000000000e+00
1.055144092946714629e+00,2.017440101456610346e+00,2.000000000000000000e+00
9.606342881705798309e-01,2.053415750377001636e+00,2.000000000000000000e+00
9.030644187226692932e-01,2.314530183470335789e+00,2.000000000000000000e+00
1.158385345229701047e+00,1.858347378599630950e+00,2.000000000000000000e+00
8.008759168515986460e-01,1.639294927735312823e+00,2.000000000000000000e+00
8.187083542376161205e-01,2.080005649218405139e+00,2.000000000000000000e+00
9.444538803375438496e-01,1.931286402938506175e+00,2.000000000000000000e+00
9.974026365804357086e-01,2.042406572963822331e+00,2.000000000000000000e+00
9.058807678476572534e-01,1.919842986625323933e+00,2.000000000000000000e+00
1.023240196667869473e+00,2.254797059389198388e+00,2.000000000000000000e+00
1.180108432638845573e+00,1.968642435622349307e+00,2.000000000000000000e+00
1.042096046423217848e+00,1.862410353954603304e+00,2.000000000000000000e+00
1.098046899117175235e+00,2.232246802519985529e+00,2.000000000000000000e+00
9.966579443246313952e-01,1.873983434920011071e+00,2.000000000000000000e+00
9.260850763365452432e-01,3.183375550867396431e+00,3.000000000000000000e+00
1.001049013491171369e+00,2.825844335856734890e+00,3.000000000000000000e+00
1.148321320942384816e+00,2.556228785018323180e+00,3.000000000000000000e+00
1.163107563758384089e+00,2.837119274564408933e+00,3.000000000000000000e+00
1.078377279512995779e+00,3.250463109313205035e+00,3.000000000000000000e+00
1.201213112610012512e+00,2.851213701228739072e+00,3.000000000000000000e+00
8.513398563889302828e-01,2.970165249577364719e+00,3.000000000000000000e+00
1.097268393927291585e+00,2.443220187636024221e+00,3.000000000000000000e+00
9.425384210148902708e-01,3.441880893884472048e+00,3.000000000000000000e+00
9.847871679865536354e-01,3.016017921976622773e+00,3.000000000000000000e+00
1.048677413413272586e+00,2.707843153342432529e+00,3.000000000000000000e+00
9.399838897044867636e-01,3.208906093671461068e+00,3.000000000000000000e+00
9.577422620982237733e-01,2.769130843844390899e+00,3.000000000000000000e+00
1.080057648293746064e+00,3.140406901741926049e+00,3.000000000000000000e+00
1.022188237574434888e+00,3.552281378523933331e+00,3.000000000000000000e+00
1.039868045692649901e+00,2.778551340504505252e+00,3.000000000000000000e+00
9.681854303583911081e-01,2.529481895415510717e+00,3.000000000000000000e+00
9.669919394208457142e-01,3.276435656063041435e+00,3.000000000000000000e+00
9.660786490859077924e-01,3.890981447962678530e+00,3.000000000000000000e+00
1.185273478474918152e+00,3.537270019852535086e+00,3.000000000000000000e+00
1.048986831636999906e+00,2.551156261883080312e+00,3.000000000000000000e+00
1.034581519098110913e+00,3.038014073395620240e+00,3.000000000000000000e+00
1.140526177023529319e+00,3.690507088229021626e+00,3.000000000000000000e+00
1.072611849766405889e+00,3.325730439876940281e+00,3.000000000000000000e+00
9.652123857028035436e-01,2.846261762622901426e+00,3.000000000000000000e+00
9.125001255815665679e-01,3.381966784530866743e+00,3.000000000000000000e+00
9.865788416730536525e-01,3.419610809663283124e+00,3.000000000000000000e+00
1.081830666781593786e+00,3.085785174767043948e+00,3.000000000000000000e+00
1.080783738388517490e+00,3.098994239203996415e+00,3.000000000000000000e+00
8.997722622376672641e-01,2.544521218081349012e+00,3.000000000000000000e+00
9.783697031459265281e-01,3.854208134750829018e+00,3.000000000000000000e+00
1.056846835174848787e+00,2.969203752811484076e+00,3.000000000000000000e+00
1.000306310289328815e+00,3.367886563940275746e+00,3.000000000000000000e+00
1.003426306052741745e+00,2.970176313229118570e+00,3.000000000000000000e+00
1.087495517144967838e+00,2.893739153592481905e+00,3.000000000000000000e+00
1.005753966400836807e+00,3.182068696866882096e+00,3.000000000000000000e+00
1.099429187232420668e+00,3.494173846878247502e+00,3.000000000000000000e+00
9.278559840791841262e-01,3.521683246442632864e+00,3.000000000000000000e+00
9.432056086655159488e-01,3.171184039568698765e+00,3.000000000000000000e+00
1.100761236377788110e+00,3.078956184412236396e+00,3.000000000000000000e+00
9.278793216860673487e-01,2.344970328259525338e+00,3.000000000000000000e+00
8.782294780021744351e-01,2.766868799349095465e+00,3.000000000000000000e+00
1.106241429910119090e+00,2.811997062416910609e+00,3.000000000000000000e+00
9.202199798532358921e-01,3.185913872399394720e+00,3.000000000000000000e+00
9.910008286985136916e-01,3.146817606086727448e+00,3.000000000000000000e+00
8.171253784063525760e-01,2.933829860002636902e+00,3.000000000000000000e+00
1.106624610411379273e+00,3.354049120988036314e+00,3.000000000000000000e+00
1.050640594481327073e+00,2.805327789623308643e+00,3.000000000000000000e+00
1.027137466884800565e+00,2.834657021941001886e+00,3.000000000000000000e+00
1.084282623656983802e+00,3.023386480219491634e+00,3.000000000000000000e+00
9.909365352222361256e-01,2.776227846632410401e+00,3.000000000000000000e+00
1.095002331553700303e+00,2.777492884671177276e+00,3.000000000000000000e+00
1.090480836173572499e+00,2.986646448083233985e+00,3.000000000000000000e+00
8.902354183613760963e-01,3.007859607509834277e+00,3.000000000000000000e+00
8.740818426391130380e-01,3.075581921124625584e+00,3.000000000000000000e+00
1.017710676337149955e+00,3.082109985263253193e+00,3.000000000000000000e+00
1.076099684313975624e+00,3.108956135272358701e+00,3.000000000000000000e+00
9.185899405977976384e-01,3.350736965560112246e+00,3.000000000000000000e+00
1.078948561004619222e+00,3.091612819771303311e+00,3.000000000000000000e+00
1.044322774052995451e+00,2.744926819361271253e+00,3.000000000000000000e+00
1.011149377515883074e+00,3.437744089892393440e+00,3.000000000000000000e+00
9.846304095095433917e-01,3.270563354757900054e+00,3.000000000000000000e+00
8.826474562223300957e-01,2.576899141563704365e+00,3.000000000000000000e+00
9.485975343351298328e-01,3.337862931891269369e+00,3.000000000000000000e+00
9.100992874808615518e-01,2.833851098332457408e+00,3.000000000000000000e+00
1.200356896218443215e+00,2.707892340826777211e+00,3.000000000000000000e+00
1.104166026232917597e+00,2.592044098000936270e+00,3.000000000000000000e+00
9.532220130877487874e-01,2.595203412619118133e+00,3.000000000000000000e+00
1.031695458536461718e+00,3.022641550358723617e+00,3.000000000000000000e+00
9.625138959859101950e-01,2.779219778284018449e+00,3.000000000000000000e+00
9.089248342642334277e-01,3.383007551533344426e+00,3.000000000000000000e+00
9.445498620834408277e-01,2.551074838858251148e+00,3.000000000000000000e+00
1.049019189573316746e+00,3.602347863310593201e+00,3.000000000000000000e+00
9.407421016366062094e-01,2.665541669403235225e+00,3.000000000000000000e+00
1.073473021222484780e+00,2.919915427430729071e+00,3.000000000000000000e+00
1.000016755959471482e+00,3.149001969287068547e+00,3.000000000000000000e+00
1.083255729951278390e+00,3.038682553778378814e+00,3.000000000000000000e+00
8.501600713338324233e-01,3.309996798311377386e+00,3.000000000000000000e+00
9.553429726369970787e-01,3.100116841584520611e+00,3.000000000000000000e+00
8.837186181471781143e-01,2.874051256407591293e+00,3.000000000000000000e+00
1.139604167023791081e+00,2.419080838403169675e+00,3.000000000000000000e+00
9.016490385483105774e-01,2.673481634901408999e+00,3.000000000000000000e+00
1.142246139570585406e+00,3.178756158264499199e+00,3.000000000000000000e+00
1.196775314722201111e+00,3.125574313462457621e+00,3.000000000000000000e+00
9.448733249923115807e-01,3.207855467524898696e+00,3.000000000000000000e+00
1.105983685036974196e+00,3.379265464576878042e+00,3.000000000000000000e+00
1.065225303253710676e+00,3.370180942462022156e+00,3.000000000000000000e+00
8.858341358452391789e-01,3.165628567137762417e+00,3.000000000000000000e+00
1.010207902791400159e+00,3.695420385945893393e+00,3.000000000000000000e+00
1.020491663096455781e+00,3.148771154268606765e+00,3.000000000000000000e+00
1.014046536443765634e+00,2.607352426042049309e+00,3.000000000000000000e+00
9.728624761306666757e-01,3.181369870882183815e+00,3.000000000000000000e+00
1.122946463421515606e+00,2.830465773698921161e+00,3.000000000000000000e+00
1.140496365158567116e+00,3.064513386547476070e+00,3.000000000000000000e+00
9.535645729582648000e-01,3.147462643574357788e+00,3.000000000000000000e+00
9.476070052432111757e-01,3.618469414250902627e+00,3.000000000000000000e+00
1.077972362414078233e+00,3.253827219024032047e+00,3.000000000000000000e+00
1.030477160453001417e+00,3.125929931800877970e+00,3.000000000000000000e+00
1.065261648605913658e+00,3.305714582443807892e+00,3.000000000000000000e+00
1.097384493024953001e+00,2.890404865791166955e+00,3.000000000000000000e+00
1.054174671312221312e+00,3.627345114242570556e+00,3.000000000000000000e+00
9.823261669567200371e-01,3.033056405724819715e+00,3.000000000000000000e+00
9.180425517437200700e-01,2.857597241484758577e+00,3.000000000000000000e+00
8.152505807441412511e-01,2.950396051781153162e+00,3.000000000000000000e+00
7.805547353056164761e-01,3.083105313725380547e+00,3.000000000000000000e+00
1.131059256734132212e+00,2.836447173291142487e+00,3.000000000000000000e+00
9.526275066610357944e-01,2.895934782662600071e+00,3.000000000000000000e+00
1.246476219675007213e+00,2.554104373341988587e+00,3.000000000000000000e+00
1.086888608943035184e+00,3.257074555098212088e+00,3.000000000000000000e+00
9.374093542206497487e-01,3.034765755920875829e+00,3.000000000000000000e+00
1.151870569866994654e+00,2.966164081934668406e+00,3.000000000000000000e+00
9.732350316277086355e-01,2.257263761002856750e+00,3.000000000000000000e+00
9.688935840418403389e-01,2.953109126824141839e+00,3.000000000000000000e+00
8.873451877434899160e-01,2.553908833949258383e+00,3.000000000000000000e+00
1.014547273917183468e+00,3.222278060489236484e+00,3.000000000000000000e+00
1.006119389537466935e+00,3.160625234440167741e+00,3.000000000000000000e+00
7.662299315948667422e-01,2.892131159685628727e+00,3.000000000000000000e+00
